Date,종가,수익률,거래량,is_anomaly
2020-01-22,27224,0.0132876763315592,6593361,0
2020-01-23,26867,-0.0131134293270643,6099299,0
2020-01-28,26052,-0.0303346112331112,8864309,0
2020-01-29,26138,0.0033010901274375,3223663,0
2020-01-30,25648,-0.0187466523835029,8969163,0
2020-01-31,25374,-0.010683094198378,7076158,0
2020-02-03,25400,0.0010246709229919,8780132,0
2020-02-04,25835,0.0171259842519684,17531433,0
2020-02-05,25965,0.0050319334236501,9615381,0
2020-02-06,26737,0.0297323319853648,8372908,0
2020-02-07,26515,-0.0083031005722407,6688979,0
2020-02-10,26372,-0.0053931736752781,5509923,0
2020-02-11,26626,0.0096314272713484,8164202,0
2020-02-12,26846,0.0082626004657102,7169208,0
2020-02-13,26780,-0.002458466810698,8309045,0
2020-02-14,26943,0.0060866318147871,8336853,0
2020-02-17,26922,-0.0007794232268121,5380978,0
2020-02-18,26497,-0.0157863457395438,9012784,0
2020-02-19,26546,0.0018492659546363,8060937,0
2020-02-20,26407,-0.0052361937768401,6400452,0
2020-02-21,26028,-0.0143522550838792,9845961,0
2020-02-24,25049,-0.0376133394805594,14103971,1
2020-02-25,25326,0.0110583256816638,14054156,1
2020-02-26,24957,-0.0145700071073205,11011197,1
2020-02-27,24698,-0.0103778499018311,14094288,1
2020-02-28,23900,-0.0323103085270062,23385319,1
2020-03-02,24130,0.009623430962343,15462618,1
2020-03-03,24240,0.0045586406962287,10171569,1
2020-03-04,24790,0.0226897689768976,6791960,1
2020-03-05,25010,0.0088745461879791,8270426,1
2020-03-06,24509,-0.020031987205118,10768368,1
2020-03-09,23473,-0.042270186462116,15438471,1
2020-03-10,23610,0.0058364929919481,24522569,1
2020-03-11,22901,-0.0300296484540448,20358201,1
2020-03-12,22135,-0.0334483210340159,29764893,1
2020-03-13,21565,-0.0257510729613733,36625110,1
2020-03-16,20780,-0.0364015766287966,43554190,1
2020-03-17,20316,-0.0223291626564003,51243674,1
2020-03-18,19196,-0.055128962394172,30683415,1
2020-03-19,17791,-0.0731923317357783,63787652,1
2020-03-20,19159,0.0768928109718396,43388272,1
2020-03-23,18033,-0.0587713346208048,24363571,1
2020-03-24,19707,0.0928298120113126,20650793,1
2020-03-25,20838,0.0573907748515756,38350548,1
2020-03-26,20431,-0.0195316249160187,17916116,0
2020-03-27,20926,0.0242278889922176,19839653,0
2020-03-30,20802,-0.0059256427410876,17165490,0
2020-03-31,21170,0.0176906066724353,12798760,0
2020-04-01,20178,-0.046858762399622,20335486,0
2020-04-02,20798,0.0307265338487461,16132893,0
2020-04-03,20743,-0.002644485046639,16068391,0
